id,topic,difficulty,question,optionA,optionB,optionC,optionD,correctLetter,correctAnswer,explanation,source,tags
right-of-way-026,right-of-way,easy,"At a Y-intersection, a minor road connects with a major road. There is a stop sign where the minor road meets the major road. Who has the right-of-way?",Vehicles on the major road,The vehicle on the minor road if it stopped first,The vehicle that signals first,The vehicle traveling faster,A,Vehicles on the major road,"At a Y-intersection, the cars on major roads have the right-of-way. There may be a stop sign where the minor road connects with the major road.","WA Driver Guide §4.14, p. 124",right-of-way|y-intersection
right-of-way-027,right-of-way,hard,You are turning right at an intersection and a bicyclist is riding behind you approaching the same intersection. What should you do before turning?,Speed up to complete your turn before the bicyclist arrives,Check behind you and yield to the bicyclist before making your turn,Honk to alert the bicyclist,The bicyclist must always yield to turning vehicles,B,Check behind you and yield to the bicyclist before making your turn,Check behind you for bicyclists and yield to them before making your turn. Bicyclists might be moving toward you faster than you realize.,"WA Driver Guide §4.14, p. 123",turning|bicyclists|right-of-way
right-of-way-028,right-of-way,hard,"At a four-way stop, two vehicles arrive at the same time. One is turning left, the other is going straight. Who goes first?",The vehicle turning left because left turns take longer,The vehicle that signals first,It depends on which vehicle is to the right,The vehicle going straight,D,The vehicle going straight,"At a four-way stop, any vehicle turning left must yield the right-of-way to vehicles going straight or turning right.","WA Driver Guide §4.13, p. 122",right-of-way|four-way-stop|left-turn
right-of-way-029,right-of-way,medium,"When a pedestrian is crossing in a crosswalk, when may you proceed?",As soon as the pedestrian passes your lane,After the pedestrian has cleared your lane and one additional lane,Only after the pedestrian has completely crossed the street,"Immediately, if you can steer around the pedestrian",B,After the pedestrian has cleared your lane and one additional lane,You must wait until a pedestrian has cleared your lane and one additional lane before proceeding through a crosswalk.,"WA Driver Guide §4.1, p. 93",right-of-way|pedestrians|crosswalks
right-of-way-030,right-of-way,medium,A flashing yellow traffic light means you should:,Stop completely and wait for it to change,Treat the intersection as uncontrolled and proceed when you have the right-of-way,Speed up to clear the intersection,Turn right only,B,Treat the intersection as uncontrolled and proceed when you have the right-of-way,A flashing yellow light has the same meaning as a yield sign. Treat the intersection as an uncontrolled intersection and proceed when you have the right-of-way.,"WA Driver Guide §4.11, p. 111",signals|intersections
right-of-way-031,right-of-way,medium,You are on a secondary road approaching an uncontrolled intersection with a state highway. Who must yield?,Traffic on the state highway,The vehicle traveling faster,"Neither, both proceed simultaneously","You, on the secondary road",D,"You, on the secondary road","At an uncontrolled intersection, you must yield the right-of-way if you enter or cross a state highway from a secondary road.","WA Driver Guide §4.15, p. 129",right-of-way|uncontrolled-intersection
right-of-way-032,right-of-way,hard,You are in a multi-lane roundabout in the inner lane. A large truck is also in the roundabout. What should you be aware of?,Trucks must exit the roundabout first,Trucks are not allowed in roundabouts,Trucks are allowed to use both lanes and cross the truck apron,Trucks must always stay in the outer lane,C,Trucks are allowed to use both lanes and cross the truck apron,Large vehicles are allowed to cross truck aprons and both lanes as they approach and drive through the roundabout. Give large vehicles plenty of space.,"WA Driver Guide §4.15, p. 127",roundabout|large-vehicles
right-of-way-033,right-of-way,hard,Pedestrians are crossing at an unmarked crosswalk at an intersection. What must you do?,Honk to warn them they are not in a marked crosswalk,Proceed slowly around them,Yield only if a crossing guard is present,Yield to them because every intersection is legally a crosswalk,D,Yield to them because every intersection is legally a crosswalk,"Every intersection is legally a crosswalk, whether marked or unmarked. You must yield to pedestrians in any crosswalk.","WA Driver Guide §4.16, p. 137",pedestrians|crosswalk|right-of-way
right-of-way-034,right-of-way,medium,"After an emergency vehicle with flashing lights passes you, when may you reenter traffic?",Immediately after it passes,After waiting at least 30 seconds,After signaling and when the emergency vehicle has passed and it is safe,Only when a police officer directs you,C,After signaling and when the emergency vehicle has passed and it is safe,Wait until the emergency vehicle has passed before signaling and reentering traffic. You should reenter traffic in the order you were traveling before.,"WA Driver Guide §4.9, p. 107",emergency-vehicles|right-of-way
right-of-way-035,right-of-way,hard,You are turning right on a red light. A pedestrian has started crossing the street you want to turn onto. What must you do?,Yield to the pedestrian and wait until they clear your path,"Honk and proceed, since you already made a complete stop",Complete your turn behind the pedestrian,Turn into the far lane to avoid the pedestrian,A,Yield to the pedestrian and wait until they clear your path,"You must yield to pedestrians in any crosswalk. Even when turning right on red after a complete stop, you must wait until pedestrians have cleared your path before proceeding.","WA Driver Guide §4.11, p. 110",turning|red-light|pedestrians
right-of-way-036,right-of-way,easy,You are making a right turn from a two-lane road onto another road. Into which lane must you turn?,The leftmost lane of the new road,Any open lane,The center turn lane,The rightmost lane (closest to the direction you are coming from),D,The rightmost lane (closest to the direction you are coming from),"State law requires you to turn into the lane closest to the direction you are coming from. For a right turn, this is the rightmost lane of the new road.","WA Driver Guide §4.14, p. 123",turning|lane-position
right-of-way-037,right-of-way,medium,"You are in a designated turn lane at a major intersection. After entering the lane, you decide you no longer want to turn. What must you do?",Change back to a through lane before the intersection,Follow through with the turn,Stop and wait for the next green light to go straight,Back up to exit the turn lane,B,Follow through with the turn,"Once you're in a turn lane, you must follow through with the turn.","WA Driver Guide §4.16, p. 133",turning|lane-position
